v8-version,11,8,172,17,-node.20,0
v8-platform,macos,macos
shared-library,/opt/homebrew/Cellar/node/21.7.1/bin/node,0x104da0000,0x105c8f424,40681472
shared-library,/opt/homebrew/Cellar/libuv/1.48.0/lib/libuv.1.dylib,0x20bf4cda0,0x20bf64690,4395253760
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlidec.1.1.0.dylib,0x20bf04348,0x20bf0a358,4395106304
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlienc.1.1.0.dylib,0x20c104cb4,0x20c13e880,4396154880
shared-library,/opt/homebrew/Cellar/c-ares/1.27.0/lib/libcares.2.12.0.dylib,0x20c02b7f4,0x20c0428d4,4395712512
shared-library,/opt/homebrew/Cellar/libnghttp2/1.60.0/lib/libnghttp2.14.dylib,0x20c244410,0x20c257678,4396810240
shared-library,/opt/homebrew/Cellar/openssl@3/3.2.1/lib/libcrypto.3.dylib,0x20cabc000,0x20ccb63d0,4401250304
shared-library,/opt/homebrew/Cellar/openssl@3/3.2.1/lib/libssl.3.dylib,0x20c4395f8,0x20c4a5e50,4397842432
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicui18n.74.2.dylib,0x20d844b6c,0x20d99e910,4408344576
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicuuc.74.2.dylib,0x20d2c16e0,0x20d3915dc,4405460992
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicudata.74.2.dylib,0x211904a50,0x211904a50,4442292224
shared-library,/usr/lib/libz.1.dylib,0x194aeda50,0x194af9178,66453504
shared-library,/usr/lib/libSystem.B.dylib,0x194bab4d4,0x194babaec,66453504
shared-library,/usr/lib/system/libcache.dylib,0x194ba55e0,0x194ba8370,66453504
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x194b605e8,0x194b6b9d4,66453504
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x194b8b980,0x194b8e834,66453504
shared-library,/usr/lib/system/libcopyfile.dylib,0x194b8254c,0x194b88f20,66453504
shared-library,/usr/lib/system/libcorecrypto.dylib,0x188073e40,0x1880f213c,66453504
shared-library,/usr/lib/system/libdispatch.dylib,0x18814a2a0,0x188186d40,66453504
shared-library,/usr/lib/system/libdyld.dylib,0x1883058f0,0x188327f58,66453504
shared-library,/usr/lib/system/libkeymgr.dylib,0x194b9a760,0x194b9ae48,66453504
shared-library,/usr/lib/system/libmacho.dylib,0x194b3a5ac,0x194b3e87c,66453504
shared-library,/usr/lib/system/libquarantine.dylib,0x1940cdb44,0x1940cfb58,66453504
shared-library,/usr/lib/system/libremovefile.dylib,0x194b98304,0x194b99c08,66453504
shared-library,/usr/lib/system/libsystem_asl.dylib,0x18d9e23c4,0x18d9f7010,66453504
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x18800d9a8,0x1880108d8,66453504
shared-library,/usr/lib/system/libsystem_c.dylib,0x1881943b0,0x18820a2a0,66453504
shared-library,/usr/lib/system/libsystem_collections.dylib,0x194b8f87c,0x194b93960,66453504
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x1933aa558,0x1933ad708,66453504
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x192428cd4,0x19244ae80,66453504
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1947d408c,0x1947d80d8,66453504
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x18b6a5558,0x18b6ac170,66453504
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x22984ddb0,0x229850268,66453504
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x194b9bdd0,0x194ba1f50,66453504
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x188190c80,0x188192a28,66453504
shared-library,/usr/lib/system/libsystem_info.dylib,0x188332888,0x1883592d0,66453504
shared-library,/usr/lib/system/libsystem_m.dylib,0x194afd240,0x194b23f18,66453504
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x188113310,0x1881412a0,66453504
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x18d952504,0x18d966740,66453504
shared-library,/usr/lib/system/libsystem_notify.dylib,0x18bb18110,0x18bb26b40,66453504
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x1933aee5c,0x1933b2fa0,66453504
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x194b94acc,0x194b962c0,66453504
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x1882bd400,0x1882effbc,66453504
shared-library,/usr/lib/system/libsystem_platform.dylib,0x18832aa00,0x188330448,66453504
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x1882f7b90,0x1883028f0,66453504
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x18f3ba6e4,0x18f3c02ac,66453504
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1880594b8,0x18806fa78,66453504
shared-library,/usr/lib/system/libunwind.dylib,0x194b723e8,0x194b783c0,66453504
shared-library,/usr/lib/system/libxpc.dylib,0x1880123e0,0x18804bea0,66453504
shared-library,/usr/lib/libc++abi.dylib,0x1882a4f34,0x1882b8b74,66453504
shared-library,/usr/lib/libobjc.A.dylib,0x187f29c00,0x187f66724,66453504
shared-library,/usr/lib/liboah.dylib,0x194b7a618,0x194b7fcb0,66453504
shared-library,/usr/lib/libc++.1.dylib,0x188217370,0x1882785f4,66453504
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlicommon.1.1.0.dylib,0x20c090f34,0x20c0914b0,4395925504
shared-library,/usr/lib/libresolv.9.dylib,0x1984bdf58,0x1984d37d0,66453504
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x18835fcf0,0x18854e094,66453504
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x18b9b5024,0x18b9ecb30,66453504
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x18948d2d0,0x189d2e308,66453504
shared-library,/usr/lib/libfakelink.dylib,0x194bae468,0x194bafb80,66453504
shared-library,/usr/lib/libicucore.A.dylib,0x18b3eba8c,0x18b6393e0,66453504
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x194bb0bbc,0x194bb0e50,66453504
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x18ba36fdc,0x18baeec18,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x19c19bfc0,0x19c19bfc0,66453504
