v8-version,11,8,172,17,-node.20,0
v8-platform,macos,macos
shared-library,/opt/homebrew/Cellar/node/21.7.1/bin/node,0x1056b8000,0x1065a7424,45449216
shared-library,/opt/homebrew/Cellar/libuv/1.48.0/lib/libuv.1.dylib,0x20c864da0,0x20c87c690,4400021504
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlidec.1.1.0.dylib,0x20c81c348,0x20c822358,4399874048
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlienc.1.1.0.dylib,0x20ca1ccb4,0x20ca56880,4400922624
shared-library,/opt/homebrew/Cellar/c-ares/1.27.0/lib/libcares.2.12.0.dylib,0x20c9437f4,0x20c95a8d4,4400480256
shared-library,/opt/homebrew/Cellar/libnghttp2/1.60.0/lib/libnghttp2.14.dylib,0x20cb5c410,0x20cb6f678,4401577984
shared-library,/opt/homebrew/Cellar/openssl@3/3.2.1/lib/libcrypto.3.dylib,0x20d3d4000,0x20d5ce3d0,4406018048
shared-library,/opt/homebrew/Cellar/openssl@3/3.2.1/lib/libssl.3.dylib,0x20cd515f8,0x20cdbde50,4402610176
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicui18n.74.2.dylib,0x20e15cb6c,0x20e2b6910,4413112320
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicuuc.74.2.dylib,0x20dbd96e0,0x20dca95dc,4410228736
shared-library,/opt/homebrew/Cellar/icu4c/74.2/lib/libicudata.74.2.dylib,0x21221ca50,0x21221ca50,4447059968
shared-library,/usr/lib/libz.1.dylib,0x194aeda50,0x194af9178,66453504
shared-library,/usr/lib/libSystem.B.dylib,0x194bab4d4,0x194babaec,66453504
shared-library,/usr/lib/system/libcache.dylib,0x194ba55e0,0x194ba8370,66453504
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x194b605e8,0x194b6b9d4,66453504
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x194b8b980,0x194b8e834,66453504
shared-library,/usr/lib/system/libcopyfile.dylib,0x194b8254c,0x194b88f20,66453504
shared-library,/usr/lib/system/libcorecrypto.dylib,0x188073e40,0x1880f213c,66453504
shared-library,/usr/lib/system/libdispatch.dylib,0x18814a2a0,0x188186d40,66453504
shared-library,/usr/lib/system/libdyld.dylib,0x1883058f0,0x188327f58,66453504
shared-library,/usr/lib/system/libkeymgr.dylib,0x194b9a760,0x194b9ae48,66453504
shared-library,/usr/lib/system/libmacho.dylib,0x194b3a5ac,0x194b3e87c,66453504
shared-library,/usr/lib/system/libquarantine.dylib,0x1940cdb44,0x1940cfb58,66453504
shared-library,/usr/lib/system/libremovefile.dylib,0x194b98304,0x194b99c08,66453504
shared-library,/usr/lib/system/libsystem_asl.dylib,0x18d9e23c4,0x18d9f7010,66453504
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x18800d9a8,0x1880108d8,66453504
shared-library,/usr/lib/system/libsystem_c.dylib,0x1881943b0,0x18820a2a0,66453504
shared-library,/usr/lib/system/libsystem_collections.dylib,0x194b8f87c,0x194b93960,66453504
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x1933aa558,0x1933ad708,66453504
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x192428cd4,0x19244ae80,66453504
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1947d408c,0x1947d80d8,66453504
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x18b6a5558,0x18b6ac170,66453504
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x22984ddb0,0x229850268,66453504
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x194b9bdd0,0x194ba1f50,66453504
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x188190c80,0x188192a28,66453504
shared-library,/usr/lib/system/libsystem_info.dylib,0x188332888,0x1883592d0,66453504
shared-library,/usr/lib/system/libsystem_m.dylib,0x194afd240,0x194b23f18,66453504
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x188113310,0x1881412a0,66453504
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x18d952504,0x18d966740,66453504
shared-library,/usr/lib/system/libsystem_notify.dylib,0x18bb18110,0x18bb26b40,66453504
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x1933aee5c,0x1933b2fa0,66453504
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x194b94acc,0x194b962c0,66453504
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x1882bd400,0x1882effbc,66453504
shared-library,/usr/lib/system/libsystem_platform.dylib,0x18832aa00,0x188330448,66453504
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x1882f7b90,0x1883028f0,66453504
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x18f3ba6e4,0x18f3c02ac,66453504
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1880594b8,0x18806fa78,66453504
shared-library,/usr/lib/system/libunwind.dylib,0x194b723e8,0x194b783c0,66453504
shared-library,/usr/lib/system/libxpc.dylib,0x1880123e0,0x18804bea0,66453504
shared-library,/usr/lib/libc++abi.dylib,0x1882a4f34,0x1882b8b74,66453504
shared-library,/usr/lib/libobjc.A.dylib,0x187f29c00,0x187f66724,66453504
shared-library,/usr/lib/liboah.dylib,0x194b7a618,0x194b7fcb0,66453504
shared-library,/usr/lib/libc++.1.dylib,0x188217370,0x1882785f4,66453504
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlicommon.1.1.0.dylib,0x20c9a8f34,0x20c9a94b0,4400693248
shared-library,/usr/lib/libresolv.9.dylib,0x1984bdf58,0x1984d37d0,66453504
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x18835fcf0,0x18854e094,66453504
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x18b9b5024,0x18b9ecb30,66453504
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x18948d2d0,0x189d2e308,66453504
shared-library,/usr/lib/libfakelink.dylib,0x194bae468,0x194bafb80,66453504
shared-library,/usr/lib/libicucore.A.dylib,0x18b3eba8c,0x18b6393e0,66453504
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x194bb0bbc,0x194bb0e50,66453504
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x18ba36fdc,0x18baeec18,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x19c19bfc0,0x19c19bfc0,66453504
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x18ffdee80,0x18ffdfad8,66453504
shared-library,/usr/lib/libenergytrace.dylib,0x18d96c6a4,0x18d96cd28,66453504
shared-library,/usr/lib/libbsm.0.dylib,0x1940f53cc,0x194103d40,66453504
shared-library,/usr/lib/system/libkxld.dylib,0x194b43140,0x194b5da74,66453504
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x18d57eed8,0x18d800038,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x190b65c88,0x190b6fd80,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x18b6b0adc,0x18b7a0760,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x190028d0c,0x1900aaaa8,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x1947d9d94,0x194803e38,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x194c8a2d8,0x194ceb870,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x18f33cbc4,0x18f3a0210,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x1888381d0,0x188a341c0,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x195fa4c48,0x195febe30,66453504
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x190b7434c,0x190b91900,66453504
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x18b02aa18,0x18b33d8a0,66453504
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x1891152bc,0x189197a90,66453504
shared-library,/usr/lib/libapple_nghttp2.dylib,0x194d2961c,0x194d3b370,66453504
shared-library,/usr/lib/libcompression.dylib,0x194d5ea40,0x194db4700,66453504
shared-library,/usr/lib/libsqlite3.dylib,0x18efbe204,0x18f1578f0,66453504
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x18f3c4234,0x18fd47330,66453504
shared-library,/usr/lib/libCoreEntitlements.dylib,0x227fb69a0,0x227fc01b0,66453504
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x20f9da10c,0x20fa12058,66453504
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x18efa414c,0x18efb62f0,66453504
shared-library,/usr/lib/libMobileGestalt.dylib,0x18d96e5c0,0x18d9c5328,66453504
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x194702e00,0x194750e4c,66453504
shared-library,/usr/lib/libcoretls.dylib,0x1940dd2d0,0x1940ef3b0,66453504
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x196013df0,0x196014c00,66453504
shared-library,/usr/lib/libpam.2.dylib,0x194d5886c,0x194d5bc6c,66453504
shared-library,/usr/lib/libxar.1.dylib,0x1960855bc,0x196091778,66453504
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x190ba5570,0x190bd8990,66453504
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x1900c30f0,0x1900c9d28,66453504
shared-library,/usr/lib/libarchive.2.dylib,0x194c017a0,0x194c74030,66453504
shared-library,/usr/lib/libxml2.2.dylib,0x190bef3a8,0x190cb8878,66453504
shared-library,/usr/lib/liblangid.dylib,0x1933bb1c4,0x1933bbcd0,66453504
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x19a083cd8,0x19a199890,66453504
